mab_uid	mab_name	Protein_RefID	virus_id	virus_name	Family	Organism	Species	Epitope	pubmed_id	Target Protein	Target type	Target	Target name	Assay type	Assay	Quantitative measure	Unit	disease_id
60_anti-DENV-9B3	anti-DENV-9B3		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa 309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	46	_g/ml	"12206; 0050125"
61_anti-DENV-5B1	anti-DENV-5B1		11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
62_anti-DENV-5B1	anti-DENV-5B1		11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	45	_g/ml	12206
63_anti-DENV-5B1	anti-DENV-5B1		11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	11	_g/ml	12206
64_anti-DENV-5B1	anti-DENV-5B1		11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	"12206; 0050125"
65_anti-DENV-5B3	anti-DENV-5B3		11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
66_anti-DENV-5B3	anti-DENV-5B3		11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	56	_g/ml	12206
67_anti-DENV-5B3	anti-DENV-5B3		11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
68_anti-DENV-5B3	anti-DENV-5B3		11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
69_anti-DENV-5F13	anti-DENV-5F13		11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
70_anti-DENV-5F13	anti-DENV-5F13		11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	"12205; 12206"
71_anti-DENV-5F13	anti-DENV-5F13		11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
72_anti-DENV-5F13	anti-DENV-5F13		11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
73_anti-DENV-2C3	anti-DENV-2C3		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa361372	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
74_anti-DENV-2C3	anti-DENV-2C3		11060	DENV2				aa361372	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	"12205; 12206"
75_anti-DENV-2C3	anti-DENV-2C3		11069	DENV3				aa361372	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
76_anti-DENV-2C3	anti-DENV-2C3		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa361372	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
77_anti-DENV-4C58	anti-DENV-4C58		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa365376	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
78_anti-DENV-4C58	anti-DENV-4C58		11060	DENV2				aa365376	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
79_anti-DENV-4C58	anti-DENV-4C58		11069	DENV3				aa365376	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
80_anti-DENV-4C58	anti-DENV-4C58		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa365376	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
81_anti-DENV-2D13	anti-DENV-2D13		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	27	_g/ml	12205
82_anti-DENV-2D13	anti-DENV-2D13		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	0.03	_g/ml	"12205; 12206"
83_anti-DENV-2D13	anti-DENV-2D13		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	4.9	_g/ml	12206
84_anti-DENV-2D13	anti-DENV-2D13		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	3.5	_g/ml	12206
85_anti-DENV-3B8	anti-DENV-3B8		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	113	_g/ml	12205
86_anti-DENV-3B8	anti-DENV-3B8		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	180	_g/ml	12206
87_anti-DENV-3B8	anti-DENV-3B8		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	173	_g/ml	12206
88_anti-DENV-3B8	anti-DENV-3B8		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	4.6	_g/ml	12206
89_anti-DENV-4A19	anti-DENV-4A19		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	136	_g/ml	12205
90_anti-DENV-4A19	anti-DENV-4A19		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	7.3	_g/ml	"12205; 12206"
91_anti-DENV-4A19	anti-DENV-4A19		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	11	_g/ml	12206
92_anti-DENV-4A19	anti-DENV-4A19		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	36	_g/ml	12206
93_anti-DENV-2E5	anti-DENV-2E5		11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
94_anti-DENV-2E5	anti-DENV-2E5		11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	10	_g/ml	12206
95_anti-DENV-2E5	anti-DENV-2E5		11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	0.1	_g/ml	12206
96_anti-DENV-2E5	anti-DENV-2E5		11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	"12206; 0050125"
97_anti-DENV-1C5	anti-DENV-1C5		11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
98_anti-DENV-1C5	anti-DENV-1C5		11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
99_anti-DENV-1C5	anti-DENV-1C5		11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
100_anti-DENV-1C5	anti-DENV-1C5		11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	"12206; 0050125"
101_anti-DENV-2C7	anti-DENV-2C7		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	195	_g/ml	12205
102_anti-DENV-2C7	anti-DENV-2C7		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	38	_g/ml	"12205; 12206"
103_anti-DENV-2C7	anti-DENV-2C7		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	19	_g/ml	12206
104_anti-DENV-2C7	anti-DENV-2C7		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	200	_g/ml	"12206; 0050125"
105_anti-DENV-2C49	anti-DENV-2C49		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	51	_g/ml	12205
106_anti-DENV-2C49	anti-DENV-2C49		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	103	_g/ml	12206
107_anti-DENV-2C49	anti-DENV-2C49		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	60	_g/ml	12206
108_anti-DENV-2C49	anti-DENV-2C49		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	200	_g/ml	"12206; 0050125"
109_anti-DENV-2E14	anti-DENV-2E14		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	57	_g/ml	12205
110_anti-DENV-2E14	anti-DENV-2E14		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	78	_g/ml	"12205; 12206"
111_anti-DENV-2E14	anti-DENV-2E14		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	29	_g/ml	12206
112_anti-DENV-2E14	anti-DENV-2E14		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	125	_g/ml	"12206; 0050125"
113_anti-DENV-3A37	anti-DENV-3A37		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	7.7	_g/ml	12205
114_anti-DENV-3A37	anti-DENV-3A37		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	12	_g/ml	"12205; 12206"
115_anti-DENV-3A37	anti-DENV-3A37		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	1.9	_g/ml	12206
116_anti-DENV-3A37	anti-DENV-3A37		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	33	_g/ml	12206
117_anti-DENV-3A3	anti-DENV-3A3		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	54	_g/ml	12205
118_anti-DENV-3A3	anti-DENV-3A3		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	75	_g/ml	"12205; 12206"
119_anti-DENV-3A3	anti-DENV-3A3		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	200	_g/ml	12206
120_anti-DENV-3A3	anti-DENV-3A3		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	180	_g/ml	12206
121_anti-DENV-3E31	anti-DENV-3E31		11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	5.6	_g/ml	12205
122_anti-DENV-3E31	anti-DENV-3E31		11060	DENV2				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	2.5	_g/ml	12206
123_anti-DENV-3E31	anti-DENV-3E31		11069	DENV3				aa309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	0.4	_g/ml	12206
124_anti-DENV-3E31	anti-DENV-3E31		11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	41	_g/ml	"12206; 0050125"
125_anti-DENV-1D51	anti-DENV-1D51		11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12205
126_anti-DENV-1D51	anti-DENV-1D51		11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
127_anti-DENV-1D51	anti-DENV-1D51		11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	12206
128_anti-DENV-1D51	anti-DENV-1D51		11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	100	_g/ml	"12206; 0050125"
129_anti-DENV-2B11	anti-DENV-2B11		11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	10	_g/ml	12205
130_anti-DENV-2B11	anti-DENV-2B11		11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	1.9	_g/ml	"12205; 12206"
131_anti-DENV-2B11	anti-DENV-2B11		11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	0.1	_g/ml	12206
132_anti-DENV-2B11	anti-DENV-2B11		11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	17	_g/ml	"12206; 0050125"
133_anti-DENV-5A1	anti-DENV-5A1	PDB: 4BZ2	11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa 309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	87	_g/ml	12205
134_anti-DENV-5A1	anti-DENV-5A1	PDB: 4BZ2	11060	DENV2				aa 309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	60	_g/ml	"12205; 12206"
135_anti-DENV-5A1	anti-DENV-5A1	PDB: 4BZ2	11069	DENV3				aa 309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	76	_g/ml	12206
136_anti-DENV-5A1	anti-DENV-5A1	PDB: 4BZ2	11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa 309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	79	_g/ml	"12206; 0050125"
137_anti-DENV-3D3	anti-DENV-3D3	PDB: 4BZ2	11053	DENV1	Flavivirus	dengue virus type 4	DENV	aa 309320	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	96	_g/ml	12205
138_anti-DENV-3D3	anti-DENV-3D3	PDB: 4BZ2	11060	DENV2				aa 309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	167	_g/ml	"12205; 12206"
139_anti-DENV-3D3	anti-DENV-3D3	PDB: 4BZ2	11069	DENV3				aa 309320	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	9.3	_g/ml	12206
140_anti-DENV-3D3	anti-DENV-3D3	PDB: 4BZ2	11070	DENV4	Flavivirus	dengue virus type 4	DENV	aa 309320	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	89	_g/ml	"12206; 0050125"
141_anti-DENV-2D73	anti-DENV-2D73	PDB: 4BZ2	11053	DENV1	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	143	_g/ml	12205
142_anti-DENV-2D73	anti-DENV-2D73	PDB: 4BZ2	11060	DENV2				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	0.3	_g/ml	"12205; 12206"
143_anti-DENV-2D73	anti-DENV-2D73	PDB: 4BZ2	11069	DENV3				NB	23851440		protein		"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	0.1	_g/ml	12206
144_anti-DENV-2D73	anti-DENV-2D73	PDB: 4BZ2	11070	DENV4	Flavivirus	dengue virus type 4	DENV	NB	23851440	"Genome polyprotein; Envelope protein E"	protein	UniProt: Q7TGC7 dengue virus type 4	"Genome polyprotein; Envelope protein E"	Neutralization	ELISPOT-MNT (IC50)	21	_g/ml	"12206; 0050125"
145_anti-DENV-2H12	anti-DENV-2H12	"PDB: 4AL8; PDB: 4ALA; PDB: 4AM0"	11053	DENV1	Flavivirus	"Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1); dengue virus type 3; Dengue virus type 4 (strain Philippines/H241/1956) (DENV-4)"	DENV	"Envelope protein E; EDIII domain"	22491255	"Genome polyprotein; Envelope protein E"	Protein	"UniProt: P17763 Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1); UniProt: Q7TGD1 dengue virus type 3;  UniProt: Q58HT7 Dengue virus type 4 (strain Philippines/H241/1956) (DENV-4)"	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12205
146_anti-DENV-2H12	anti-DENV-2H12	"PDB: 4AL8; PDB: 4ALA; PDB: 4AM0"	11069	DENV3	Flavivirus	"Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1); dengue virus type 3; Dengue virus type 4 (strain Philippines/H241/1956) (DENV-4)"	DENV	"Envelope protein E; EDIII domain"	22491255	"Genome polyprotein; Envelope protein E"	Protein	"UniProt: P17763 Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1); UniProt: Q7TGD1 dengue virus type 3;  UniProt: Q58HT7 Dengue virus type 4 (strain Philippines/H241/1956) (DENV-4)"	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12206
147_anti-DENV-2H12	anti-DENV-2H12	"PDB: 4AL8; PDB: 4ALA; PDB: 4AM0"	11070	DENV4	Flavivirus	"Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1); dengue virus type 3; Dengue virus type 4 (strain Philippines/H241/1956) (DENV-4)"	DENV	"Envelope protein E; EDIII domain"	22491255	"Genome polyprotein; Envelope protein E"	Protein	"UniProt: P17763 Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1); UniProt: Q7TGD1 dengue virus type 3;  UniProt: Q58HT7 Dengue virus type 4 (strain Philippines/H241/1956) (DENV-4)"	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			"12206; 0050125"
